timestamp_in_ms,label
9496183.58276644,S
9496915.011337869,SL
9498447.528344672,FH
9499469.206349205,FH
9520866.394557822,S
9532604.081632653,S
9533300.680272108,FH
9556439.365079364,S
9557217.233560089,SL
9558563.990929706,V
9576106.666666666,S
9576768.43537415,BH
9594195.011337869,S
9594880.0,BH
9595797.188208617,V
9596946.575963719,BH
9609729.160997733,S
9610460.58956916,FH
9611447.437641723,FH
9612805.804988662,BH
9613990.022675736,L
9637082.267573696,S
9648587.75510204,S
9677008.979591837,S
9677647.52834467,L
9701355.102040816,S
9716540.952380951,S
9717214.331065759,BH
9718723.628117913,BH
9719942.675736962,SL
9721556.462585034,FH
9722775.51020408,L
9751858.503401361,S
9752578.321995465,BH
9753948.299319727,FH
9755074.467120182,L
9757559.002267573,V
9758580.68027211,BH
9789904.39909297,S
9790612.60770975,FH
9799772.879818594,S
9800550.74829932,SL
9802094.875283446,SL
9803662.222222222,BH
9805020.58956916,BH
9806135.14739229,SL
9807714.104308391,BH
9808886.71201814,BH
9810024.489795918,FH
9811464.126984127,FH
9812683.174603175,BH
9814204.081632653,BH
9815028.390022675,V
9845713.560090702,S
9846386.93877551,BH
9848650.884353742,FH
9849974.421768708,BH
9881518.73015873,S
9898736.326530613,S
9899421.315192744,BH
9901313.741496598,FH
9902381.859410431,L
9929862.675736962,S
9942738.140589569,S
9943643.718820862,BH
9944665.396825397,SL
9946801.632653061,FH
9989259.31972789,S
10001786.485260772,S
10002506.303854875,FH
10003864.671201814,BH
10005234.648526076,SL
10007115.464852609,BH
10008288.072562357,SL
10038474.013605442,S
10039217.052154196,L
10041446.167800454,FH
10042607.16553288,SL
10044720.181405894,FH
10045962.448979592,SL
10076485.079365078,S
10077170.068027211,BH
10078888.344671203,FH
10079805.532879818,FH
10080571.79138322,V
10111663.310657596,S
10124260.13605442,S
10124968.344671203,FH
10159136.507936507,S
10170885.804988662,S
10171582.403628116,BH
10196300.045351474,S
10208060.952380953,S
10208757.551020408,BH
10231907.845804987,S
10232546.394557822,BH
10234009.251700679,FH
10234891.609977325,BH
10235681.088435374,V
10264961.451247165,S
10288924.444444444,S
10301126.530612243,S
10301857.959183672,BH
10302775.147392292,L
10304992.653061224,V
10305979.501133787,FH
10306908.299319727,BH
10309474.104308391,BH
10343665.487528345,S
10356599.002267575,S
10357376.8707483,BH
10358503.038548753,BH
10360035.555555556,BH
10361184.943310658,BH
10389733.87755102,S
10390349.206349207,BH
10391800.45351474,BH
10392949.841269841,BH
10393878.639455782,V
10424308.390022676,S
10436777.505668933,S
10462679.365079364,S
10492830.476190476,S
10505102.222222222,S
10505984.580498865,BH
10507180.408163266,BH
10508376.235827664,BH
10509769.433106575,FH
10511034.92063492,FH
10540048.253968254,S
10552122.630385488,S
10552900.498866213,FH
10554235.646258503,BH
10555547.573696146,FH
10556940.770975055,BH
10558275.918367347,SL
10560191.564625852,FH
10561677.641723355,BH
10563012.789115647,FH
10564301.496598639,FH
10565659.86394558,BH
10566600.272108844,BH
10567923.80952381,FH
10569224.126984127,L
10571313.922902495,SM
10605934.875283446,S
10606689.523809524,BH
10608256.870748298,FH
10609603.628117913,BH
10623547.210884353,S
10624255.419501135,FH
10625497.68707483,FH
10626832.83446712,SL
10628458.231292518,FH
10629700.498866213,FH
10631569.705215419,FH
10632672.653061224,L
10634843.71882086,SM
10635807.346938776,L
10637978.412698412,SM
10667131.065759636,S
10667885.714285715,L
10691895.14739229,S
10708868.934240364,S
10709577.142857142,FH
10719793.922902495,S
10720618.231292518,BH
10721848.88888889,BH
10722975.056689342,FH
10724170.884353742,FH
10725239.002267573,SL
10726806.349206349,FH
10727944.126984127,L
10730591.20181406,SM
10731461.950113378,FH
10768729.977324262,S
10769391.746031746,FH
10770935.873015873,FH
10772050.430839002,BH
10773548.117913831,BH
10774685.895691609,BH
10775858.503401361,FH
10808505.759637188,S
10839237.369614514,S
10840073.287981858,BH
10841408.435374148,BH
10842766.802721089,BH
10871397.006802721,S
10872047.16553288,FH
10873695.782312926,BH
10874938.049886622,SL
10876528.616780046,SL
10877852.154195013,FH
10913831.473922903,S
10935356.371882087,S
10936157.460317459,FH
10937144.308390023,FH
10938792.925170068,DS
10940731.79138322,FH
10942090.15873016,BH
10973077.188208617,S
10973773.786848072,BH
10975143.764172334,BH
10976409.25170068,BH
10977570.249433108,FH
10978812.517006803,FH
10980159.274376418,BH
10981355.102040816,L
10983804.807256237,FH
11021839.092970522,S
11033727.709750567,S
11034575.238095239,BH
11035620.136054423,FH
11036815.96371882,L
11040763.356009072,FH
11041332.24489796,BH
11069625.759637188,S
11081885.89569161,S
11082791.4739229,BH
11083952.47165533,L
11086355.736961452,FH
11087400.634920636,L
11090012.879818594,V
11119955.011337869,S
11120640.0,BH
11121905.487528345,FH
11123565.714285715,BH
11148074.376417233,S
11148805.804988662,BH
11149792.653061224,V
11182532.789115647,S
11183322.267573696,BH
11184460.045351474,FH
11186131.882086167,BH
11187130.340136055,BH
11188523.537414964,BH
11189591.655328799,FH
11223492.789115645,S
11234800.90702948,S
11235683.265306123,BH
11236937.142857144,BH
11238074.920634922,BH
11239386.848072562,L
11273775.60090703,S
11285966.077097505,S
11286674.285714285,FH
11287510.204081632,V
11315594.739229025,S
11316302.947845805,BH
11317881.904761905,FH
11319054.512471655,FH
11359840.362811793,S
11360490.52154195,DS
11362487.437641723,DS
11393416.41723356,S
11394054.965986393,BH
11395750.022675736,FH
11396911.020408163,BH
11398153.287981858,FH
11433261.859410431,S
11433958.458049886,FH
11435293.605442178,FH
11436303.673469387,FH
11437638.820861677,FH
11438869.478458049,FH
11440018.866213152,BH
11441179.863945577,DS
11443130.340136055,FH
11452476.371882087,S
11453196.19047619,FH
11454380.408163266,FH
11455773.605442178,BH
11478378.231292518,S
11479040.0,BH
11480735.056689342,BH
11481536.145124717,SL
11483033.832199546,SL
11484543.1292517,FH
11485866.666666666,FH
11486934.784580499,FH
11518966.71201814,S
11519709.750566894,FH
11522054.965986393,FH
11547689.795918368,S
11561830.748299321,S
11562689.886621315,BH
11564013.424036281,FH
11565255.691609977,FH
11566753.378684808,FH
11567902.76643991,FH
11569365.623582765,FH
11570596.281179138,SL
11572488.707482994,BH
11573916.734693877,SL
11575948.480725624,BH
11576610.249433106,BH
11606831.020408163,S
11620693.333333332,S
11621413.151927438,BH
11622620.589569163,SL
11623758.367346939,V
11625743.673469387,FH
11626869.841269841,V
11659865.396825397,S
11660608.43537415,DS
11694080.0,S
11694718.548752835,BH
11696158.185941044,DS
11723116.553287983,S
11734122.811791383,S
11734970.340136055,BH
11735922.358276645,BH
11737524.535147393,FH
11738650.702947846,L
11741762.176870748,SM
11781398.639455782,S
11782141.678004535,FH
11805535.782312926,S
11817668.20861678,S
11818283.537414966,FH
11819781.224489795,FH
11820663.58276644,BH
11822230.929705216,BH
11823484.807256237,BH
11824669.02494331,SL
11826236.371882087,BH
11851209.433106577,S
11859313.197278913,S
11859951.746031746,DS
11861971.882086167,FH
11862877.46031746,FH
11886364.444444446,S
11887002.993197279,FH
11899901.678004535,S
11900725.986394558,BH
11901736.054421768,FH
11903071.20181406,FH
11904789.478458049,FH
11905845.986394558,SL
11907854.512471655,FH
11908829.750566894,L
11910292.60770975,SM
11911709.02494331,BH
11940246.349206349,S
11941059.047619049,FH
11942707.664399093,FH
11970919.909297053,S
11971570.068027211,BH
12006423.219954647,S
12007108.20861678,FH
12008315.646258503,V
12010033.922902495,BH
12034948.934240364,S
12046199.002267575,S
12077487.891156463,S
12089179.138321996,S
12089945.396825397,BH
12090920.634920634,FH
12119109.659863945,S
12119771.42857143,FH
12143537.052154195,S
12155495.328798186,S
12176892.517006803,S
12192380.22675737,S
12193227.755102042,FH
12194470.022675738,BH
12196025.759637188,FH
12197024.217687074,FH
12197860.13605442,V
12224075.464852607,S
12239168.43537415,S
12240074.013605442,BH
12241304.671201816,BH
12242767.528344672,SL
12244427.75510204,BH
12245844.1723356,SL
12247469.569160998,BH
12248839.54648526,BH
12276459.682539683,S
12277353.650793651,BH
12293619.229024943,S
12308909.569160998,S
12309617.777777778,FH
12337458.50340136,S
12352249.614512471,S
12353131.972789114,BH
12354246.530612245,BH
12355419.138321996,BH
12356661.405895691,FH
12357601.814058958,V
12393674.013605442,S
12394347.39229025,BH
12395821.859410431,BH
12396913.197278911,BH
12435133.242630385,S
12435899.501133787,BH
12454939.863945577,S
12455671.292517006,FH
12484974.875283448,S
12485625.034013605,BH
12513129.070294784,S
12529116.009070294,S
12529766.167800453,FH
12531229.02494331,FH
12532587.39229025,BH
12534061.859410431,BH
12535269.297052154,BH
12536499.954648526,BH
12537719.002267573,BH
12539019.319727892,BH
12540389.297052154,BH
12541585.124716554,FH
12542885.442176871,SL
12544615.328798186,SL
12546275.555555556,FH
12588512.653061226,S
12589174.421768708,BH
12617572.426303856,S
12635985.850340135,S
12636844.988662131,BH
12637808.616780045,BH
12639166.984126985,SL
12691133.242630385,S
12691806.621315192,FH
12693095.328798186,BH
12694314.376417233,BH
12695568.253968256,BH
12697042.721088436,BH
12698122.448979592,L
12700932.063492063,FH
12702046.621315192,FH
12703103.1292517,FH
12742193.922902495,S
12742948.57142857,BH
12744248.88888889,FH
12745433.106575964,FH
12746803.083900228,DS
12778509.931972789,S
12792105.215419501,S
12793022.403628118,FH
12794195.011337869,FH
12825634.829931973,S
12826691.33786848,FH
12827550.476190476,V
12859338.594104309,S
12871714.829931973,S
12872806.167800454,BH
12874025.215419501,BH
12875743.49206349,FH
12876776.780045351,BH
12905081.904761905,S
12905824.943310658,BH
12907067.210884353,FH
12908437.188208615,BH
12909656.235827664,BH
12910886.893424036,BH
12912117.551020408,BH
12913545.578231294,BH
12914822.675736962,BH
12916053.333333334,FH
12917365.260770975,BH
12918456.598639455,FH
12919791.746031746,FH
12920825.034013605,BH
12922090.52154195,SL
12923878.458049886,FH
12924853.696145125,L
12927280.181405894,V
12971049.795918366,S
12971711.56462585,BH
12984052.970521541,S
12984958.548752835,FH
12986142.76643991,DS
13020868.208616778,S
13033325.714285715,S
13034347.39229025,BH
13035415.510204082,SL
13038074.195011336,FH
13039548.66213152,FH
13040616.780045351,FH
13042021.587301588,FH
13089773.424036281,S
13090504.85260771,FH
13091665.850340135,FH
13093093.877551021,SL
13094800.544217687,BH
13095903.49206349,FH
13097261.859410431,FH
13098225.487528345,BH
13131801.541950114,S
13132498.140589569,FH
13134065.487528345,FH
13135040.725623583,FH
13164007.61904762,S
13164727.437641723,L
13196805.804988662,S
13197711.383219954,BH
13199011.700680273,BH
13200277.188208615,BH
13201298.866213152,BH
13202680.453514738,FH
13204038.820861679,BH
13204944.39909297,SM
13241422.947845805,S
13242142.76643991,BH
13243802.993197279,FH
13274569.433106575,S
13275219.591836734,BH
13276647.61904762,FH
13310757.732426304,S
13311431.111111112,FH
13312801.088435374,BH
13314089.795918368,BH
13315436.553287981,BH
13316539.501133787,FH
13317816.598639457,FH
13319128.5260771,FH
13320521.723356009,BH
13321961.360544218,SL
13323482.267573696,BH
13324712.925170068,SL
13326257.052154195,FH
13327499.31972789,BH
13342569.070294784,S
13343312.108843539,FH
13368737.959183674,S
13369446.167800454,FH
13395847.256235827,S
13396578.684807256,FH
13422143.854875283,S
13464543.492063493,S
13478638.004535148,S
13479369.433106577,FH
13503169.886621315,S
13503901.315192742,BH
13527376.689342404,S
13528108.117913833,BH
13549424.03628118,S
13565956.64399093,S
13566769.342403628,SL
13568638.548752835,BH
13589466.848072562,S
13590151.836734693,BH
13591707.573696146,BH
13592682.811791383,L
13602226.213151928,S
13613360.181405896,S
13614196.099773243,BH
13615426.757369615,BH
13616831.56462585,SL
13618410.52154195,L
13649072.471655328,S
13660717.278911564,S
13661355.8276644,FH
13662551.655328797,FH
13663515.283446712,FH
13695373.061224489,S
13696116.099773243,FH
13697242.267573696,L
13724026.48526077,S
13735322.993197279,S
13736321.451247165,FH
13766159.092970522,S
13766832.47165533,BH
13768330.158730159,FH
13769920.725623582,FH
13798620.589569163,S
13828562.721088436,S
13829236.099773243,BH
13843620.861678004,S
13844294.240362812,FH
13845385.578231294,FH
13846918.095238095,FH
13869441.451247165,S
13870486.349206349,L
13889131.972789114,S
13889863.401360543,FH
13891175.328798186,BH
13892336.326530613,FH
13893671.473922903,BH
13894658.321995465,FH
13896039.909297053,FH
13897247.346938776,SL
13898826.303854875,BH
13900196.281179138,BH
13931311.020408165,S
13931996.009070296,FH
13933795.555555556,FH
13934794.013605442,FH
13968370.068027211,S
13969078.276643991,FH
13997162.811791383,S
13997905.850340135,FH
13999124.897959184,BH
14028265.941043084,S
14028927.709750567,BH
14030274.467120182,BH
14031470.29478458,FH
14043475.011337869,S
14044206.439909298,FH
14046087.256235827,FH
14047213.424036281,BH
14049117.46031746,FH
14072174.875283446,S
14083343.673469387,S
14084307.301587302,L
14110139.501133787,S
14122225.487528345,S
14123003.35600907,BH
14124384.943310658,FH
14125754.920634922,FH
14127055.238095237,BH
14128216.235827664,BH
14156707.120181406,S
14157844.897959184,FH
14159168.43537415,DS
14184338.86621315,S
14195542.494331066,S
14228491.609977324,S
14229246.258503402,FH
14230836.825396826,FH
14232067.482993199,BH
14232845.351473924,V
14256390.385487529,S
14257168.253968254,FH
14258340.861678006,BH
14259966.258503402,DS
14283012.063492063,S
14311932.517006801,S
14312559.455782313,FH
14313615.96371882,FH
14337172.60770975,S
14347087.52834467,S
14347877.006802721,FH
14357942.857142858,S
14358616.235827666,BH
14359881.723356009,DS
14384401.995464852,S
14385098.594104309,FH
14386445.351473924,BH
14387803.718820862,BH
14389034.376417235,BH
14390265.034013607,BH
14391576.961451247,BH
14392796.009070294,BH
14394049.886621315,DS
14396917.551020408,SL
14397939.229024943,L
14429564.807256237,S
14430296.235827664,FH
14431410.793650793,FH
14432885.260770977,BH
14433779.229024943,V
14466890.88435374,S
14467587.482993199,BH
14468922.630385486,L
14470942.76643991,FH
14498458.412698412,S
14499305.941043083,L
14533241.904761905,S
14533915.28344671,BH
14535877.369614512,FH
14536852.60770975,FH
